sec,fargo,desert,maine,modernBaseball,nyny,pnw,texas
97,122,0,48,297,116,0,23
157,293,88,174,496,61,78,187
263,472,269,76,680,99,241,396
398,473,469,52,835,187,425,603
626,788,658,167,946,236,606,783
589,894,821,137,1005,60,764,919
430,958,942,145,1009,236,892,991
633,967,357,168,958,336,973,1004
599,922,498,670,628,339,1004,953
528,830,661,523,705,231,985,832
396,636,27,355,526,210,915,664
226,527,85,165,332,125,797,399
39,347,378,32,144,32,645,148
0,171,97,0,0,0,469,64
0,24,114,0,0,0,286,0
0,0,13,0,0,0,116,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,17,0,0,0,0
0,0,0,139,0,55,0,0
25,0,0,307,87,131,0,0
112,122,0,243,248,414,0,15
412,298,79,541,388,603,78,173
626,483,276,794,540,767,246,374
752,659,478,757,776,894,438,583
907,807,669,608,949,975,619,487
942,913,830,964,1009,999,779,714
552,973,953,921,1011,471,904,797
296,982,1017,830,961,651,984,833
306,940,116,699,854,671,1015,932
610,843,970,540,705,591,943,818
402,709,704,365,525,403,868,290
96,544,225,191,329,212,674,400
55,361,534,46,140,50,43,107
0,182,198,0,0,0,246,48
0,37,85,0,0,0,94,0
0,0,4,0,0,0,23,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,16,0,0,0,0
0,0,0,137,0,41,0,0
49,0,0,305,102,216,0,0
219,104,0,482,281,408,0,18
427,181,93,648,470,595,35,175
616,117,169,787,651,760,156,380
775,528,336,824,803,885,165,583
607,774,661,944,913,963,229,759
536,876,815,844,971,987,575,894
786,938,880,820,978,956,895,972
149,956,636,699,929,780,976,988
178,921,418,603,828,738,1011,940
70,828,520,447,683,411,989,832
40,687,27,315,505,362,919,673
56,519,18,138,314,7,803,478
24,12,253,26,132,42,651,269
0,131,7,0,0,0,474,77
0,26,4,0,0,0,289,0
0,0,12,0,0,0,118,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,40,0,48,0,0
32,0,0,115,99,201,0,0
127,114,0,210,279,386,0,19
386,126,92,180,476,569,74,180
625,464,278,215,662,733,238,385
755,638,479,444,817,864,359,588
897,563,669,957,932,946,583,764
803,892,827,413,990,971,665,895
534,878,947,457,991,940,851,981
759,618,1011,772,939,857,927,994
436,535,685,702,837,727,944,943
518,743,369,540,691,563,913,832
91,668,611,363,515,379,919,617
30,472,713,187,322,194,801,109
14,312,108,29,137,43,649,271
0,179,18,0,0,0,473,79
0,37,3,0,0,0,289,0
0,0,7,0,0,0,117,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,64,0,48,0,0
35,0,0,76,91,203,0,0
220,117,0,350,265,388,0,18
191,287,89,554,458,569,74,176
343,467,274,426,647,727,236,381
605,638,475,845,803,752,422,584
780,784,669,823,688,794,605,761
835,894,831,466,972,749,764,894
965,956,402,233,923,922,893,971
907,967,533,575,803,842,975,987
586,923,641,124,742,609,1009,763
497,831,36,61,496,550,988,760
180,696,28,31,172,367,919,673
41,532,582,63,5,170,803,474
25,299,395,35,97,20,650,61
0,144,359,0,0,0,473,66
0,28,121,0,0,0,289,0
0,0,6,0,0,0,117,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,39,0,18,0,0
15,0,0,157,25,73,0,0
55,106,0,112,250,221,0,17
173,267,92,137,381,192,71,172
338,442,279,460,622,233,234,377
558,611,482,795,788,164,421,581
796,754,675,854,904,128,488,759
517,858,842,948,968,540,683,894
548,921,909,614,974,715,891,979
775,932,1033,440,924,825,978,875
766,891,991,691,720,703,1010,948
334,806,488,530,423,543,988,728
98,678,28,355,404,263,916,591
53,518,91,182,84,183,678,481
33,343,254,42,48,28,216,41
0,171,207,0,0,0,298,54
0,34,163,0,0,0,284,0
0,0,14,0,0,0,26,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,69,0,21,0,0
39,0,0,226,94,57,0,0
228,56,0,206,271,129,0,9
173,75,95,387,464,481,21,6
236,61,286,690,647,739,91,95
430,77,493,164,800,873,81,88
542,48,684,943,912,958,439,342
740,403,848,538,973,987,312,581
774,94,966,614,981,959,228,746
690,61,1031,645,932,880,209,787
611,440,1042,408,831,752,219,576
490,364,892,531,688,591,358,633
419,598,427,354,513,405,479,481
242,416,746,140,321,215,307,369
66,323,560,18,137,52,175,214
0,87,354,0,0,0,234,65
0,15,156,0,0,0,289,0
0,0,12,0,0,0,117,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,13,0,0,0,0
0,0,0,134,0,50,0,0
20,0,0,304,94,213,0,0
41,105,0,485,270,405,0,19
126,266,88,654,462,591,69,183
285,445,276,795,644,754,231,396
476,620,479,900,640,880,417,605
719,768,672,956,702,959,598,784
488,875,836,892,813,983,757,920
768,934,960,747,738,954,886,993
703,943,1026,822,854,866,969,1006
456,494,1037,576,820,736,1001,956
26,621,991,526,639,571,877,847
18,677,890,225,264,386,696,687
13,515,743,98,131,200,698,491
21,339,560,24,69,46,490,277
0,144,359,0,0,0,308,80
0,27,160,0,0,0,155,0
0,0,13,0,0,0,86,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,4,0,0,0,0
0,0,0,122,0,12,0,0
55,0,0,258,35,64,0,0
221,101,0,431,62,167,0,18
425,256,89,624,19,251,31,180
617,426,277,763,16,607,110,392
776,342,478,865,46,689,393,602
792,26,670,852,47,762,565,782
862,35,832,827,289,562,632,916
296,41,950,578,418,357,709,991
726,42,1019,173,602,363,331,1006
94,240,1032,196,786,129,271,957
41,702,985,12,643,78,647,846
72,364,885,29,432,15,365,687
147,510,735,47,293,33,76,490
47,337,554,9,66,28,500,210
0,163,353,0,0,0,254,78
0,23,156,0,0,0,66,0
0,0,0,0,0,0,37,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,70,0,31,0,0
52,0,0,79,36,161,0,0
220,49,0,57,108,350,0,19
417,150,87,499,101,504,25,185
594,262,273,554,65,607,142,401
742,295,476,767,149,466,274,609
649,550,667,171,232,687,282,789
760,724,830,158,140,630,141,921
963,788,952,517,628,562,636,992
907,912,1021,143,646,199,357,1006
795,872,1033,620,686,639,364,956
637,783,986,538,177,388,663,841
447,655,836,361,145,375,504,682
247,498,740,137,214,200,450,486
69,326,555,42,30,45,112,273
0,159,354,0,0,0,75,79
0,14,126,0,0,0,215,0
0,0,0,0,0,0,33,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,127,0,41,0,0
54,0,0,296,86,194,0,0
224,50,0,476,259,216,0,18
421,29,85,645,395,190,45,184
616,100,275,785,630,286,168,398
781,136,478,891,776,693,338,602
900,24,672,843,887,932,450,781
964,206,836,818,950,179,638,915
925,41,957,749,796,93,716,993
911,395,1027,688,773,443,829,1009
800,339,1039,438,626,471,929,960
642,516,988,168,537,125,813,851
452,423,887,223,378,367,688,692
251,371,739,152,92,186,206,497
71,274,558,40,96,39,601,282
0,159,355,0,0,0,462,83
0,22,156,0,0,0,278,0
0,0,0,0,0,0,109,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,119,0,11,0,0
53,0,0,282,15,174,0,0
228,102,0,456,26,349,0,16
429,264,84,545,70,242,61,174
620,440,271,484,113,594,133,383
780,610,476,249,106,618,344,589
897,754,667,798,108,842,497,769
959,862,831,91,167,754,663,904
961,923,955,554,127,780,729,978
904,935,1025,788,134,693,961,996
793,703,1037,518,187,431,958,949
636,682,991,512,159,439,877,253
447,594,891,342,66,267,805,576
247,427,743,142,234,191,720,467
69,336,555,38,108,28,607,273
0,166,309,0,0,0,466,78
0,31,118,0,0,0,282,0
0,0,0,0,0,0,111,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,126,0,39,0,0
52,0,0,296,41,192,0,0
224,77,0,476,146,382,0,15
410,258,87,647,383,573,62,172
616,376,276,790,528,698,221,383
775,521,486,897,769,876,407,592
891,567,682,954,629,962,588,774
952,850,848,960,655,993,751,909
954,913,970,915,795,966,775,992
894,925,1039,823,846,882,858,1008
776,883,1050,239,646,752,887,959
614,790,996,529,536,586,817,849
424,660,904,353,503,398,914,689
212,451,757,178,318,208,799,493
44,292,573,38,135,32,646,278
0,160,368,0,0,0,469,81
0,24,163,0,0,0,13,0
0,0,0,0,0,0,62,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,118,0,41,0,0
35,0,0,285,88,200,0,0
210,73,0,466,267,393,0,16
386,117,80,633,464,583,45,178
372,361,265,774,650,753,197,390
495,618,469,883,808,889,329,598
823,768,664,940,921,973,558,775
236,873,829,949,986,1003,705,909
596,930,949,904,995,972,804,982
909,945,1018,814,947,890,946,997
796,907,1025,681,845,758,953,948
638,815,977,520,699,591,946,826
386,607,670,344,522,400,790,666
245,536,18,171,328,206,786,472
67,355,371,34,139,45,630,263
0,154,291,0,0,0,459,73
0,33,139,0,0,0,279,0
0,0,0,0,0,0,110,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,106,0,36,0,0
51,0,0,266,82,188,0,0
225,83,0,442,255,374,0,14
429,267,70,570,448,559,60,170
627,450,248,752,634,723,220,380
795,623,448,781,788,852,403,588
917,770,640,715,897,932,585,767
983,882,804,640,953,961,748,901
965,949,934,790,935,554,874,983
916,961,1004,595,616,852,955,996
817,923,1016,370,482,722,991,948
657,831,962,201,611,559,975,607
463,697,159,69,451,375,908,673
256,531,127,40,277,191,791,478
71,350,144,13,110,39,641,265
0,171,239,0,0,0,466,74
0,30,3,0,0,0,283,0
0,0,0,0,0,0,86,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,70,0,34,0,0
49,0,0,110,76,179,0,0
222,102,0,18,247,358,0,13
426,270,74,296,441,537,57,167
622,452,254,186,629,698,214,375
789,626,451,89,789,826,396,582
910,774,639,580,906,411,575,761
831,887,798,335,971,228,736,896
954,951,722,732,548,218,861,937
918,963,982,432,928,601,944,854
799,920,224,337,825,705,980,894
635,828,37,365,679,542,960,795
442,696,512,272,164,140,893,665
240,532,647,85,309,11,780,473
64,350,418,20,126,20,630,211
0,172,30,0,0,0,458,62
0,30,115,0,0,0,276,0
0,0,0,0,0,0,106,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,108,0,33,0,0
29,0,0,271,80,184,0,0
207,101,0,448,255,372,0,9
400,270,73,616,448,559,36,157
593,451,254,759,629,724,123,361
734,623,454,865,782,855,353,567
836,771,642,585,893,935,470,747
810,881,805,369,953,810,739,883
700,945,927,811,945,782,869,967
652,957,189,797,777,852,853,982
273,916,884,600,451,459,644,935
56,825,701,393,649,440,349,819
264,693,865,337,71,19,905,661
232,529,518,168,291,159,790,467
43,349,435,33,116,35,635,259
0,171,6,0,0,0,462,71
0,30,114,0,0,0,280,0
0,0,0,0,0,0,107,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,43,0,29,0,0
29,0,0,12,75,171,0,0
191,34,0,219,247,251,0,12
374,158,72,420,442,164,53,169
578,432,253,619,628,477,212,382
725,603,454,418,784,742,396,592
739,747,642,104,538,795,578,772
807,851,803,338,414,564,741,906
836,729,921,29,704,923,871,986
393,651,819,44,498,454,953,1002
556,692,678,129,820,367,990,952
500,665,692,142,675,552,969,840
393,400,55,5,496,372,901,678
231,418,17,6,303,189,784,479
63,330,428,8,120,38,634,263
0,161,83,0,0,0,459,33
0,27,3,0,0,0,275,0
0,0,0,0,0,0,104,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,105,0,32,0,0
43,0,0,267,76,182,0,0
212,90,0,443,252,370,0,7
416,252,33,613,451,557,53,143
615,429,163,757,639,596,212,349
785,601,254,864,798,853,398,553
874,748,588,924,776,934,581,734
959,861,597,654,763,961,740,873
958,627,708,887,770,926,866,962
533,754,981,798,763,841,948,980
511,697,953,670,707,712,981,933
610,806,911,510,515,342,961,819
343,672,606,335,440,284,891,558
197,511,335,164,96,183,775,465
47,300,12,30,61,24,627,214
0,146,6,0,0,0,452,58
0,19,11,0,0,0,270,0
0,0,0,0,0,0,101,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,79,0,17,0,0
36,0,0,215,14,4,0,0
136,38,0,314,9,241,0,8
418,103,66,501,86,125,48,152
613,20,244,755,28,285,200,356
775,26,444,863,446,283,156,563
896,130,634,720,41,708,559,744
806,168,799,345,194,675,718,882
771,693,921,68,675,556,848,976
667,911,993,641,399,318,933,995
616,767,1004,528,496,507,966,949
466,778,882,375,319,277,949,841
420,649,104,331,29,239,882,681
219,492,525,162,275,77,772,481
58,321,478,29,94,20,622,264
0,153,75,0,0,0,450,69
0,18,141,0,0,0,268,0
0,0,0,0,0,0,98,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,17,0,24,0,0
41,0,0,209,12,161,0,0
209,86,0,419,32,333,0,8
410,248,64,585,27,510,48,161
602,427,147,729,40,519,48,373
767,599,298,849,128,818,116,587
887,747,628,909,83,898,286,773
957,855,737,920,124,768,504,912
932,921,902,793,232,828,861,982
813,934,974,785,145,758,943,997
625,892,41,654,70,550,976,945
396,803,109,416,71,370,960,809
354,672,124,92,85,281,893,645
235,511,36,18,138,121,776,448
59,335,10,20,67,25,329,238
0,161,78,0,0,0,123,53
0,25,3,0,0,0,46,0
0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,91,0,10,0,0
18,0,0,248,9,52,0,0
21,89,0,422,78,7,0,3
10,253,62,589,76,126,19,142
73,432,241,732,120,116,57,343
121,602,442,840,190,166,175,549
674,624,633,761,528,243,449,731
749,856,797,757,594,315,719,869
757,915,918,554,812,39,850,970
745,927,865,550,513,143,932,990
547,885,402,326,616,381,968,943
530,793,939,193,335,273,952,824
363,660,665,100,87,40,885,667
182,498,612,32,199,123,773,473
51,160,517,4,113,9,623,261
0,75,137,0,0,0,447,69
0,16,3,0,0,0,264,0
0,0,0,0,0,0,96,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,67,0,26,0,0
21,0,0,57,69,170,0,0
14,85,0,83,240,358,0,0
18,252,26,466,378,547,43,163
129,439,213,725,618,714,193,375
335,622,221,832,773,842,372,586
619,771,561,760,887,920,550,769
620,877,781,897,950,945,710,907
851,934,871,219,959,916,838,985
899,939,264,760,909,834,923,1001
784,780,457,436,808,707,959,953
624,627,706,294,664,544,943,838
434,431,470,9,488,362,876,676
233,502,53,3,298,179,764,477
57,229,37,8,117,31,617,263
0,132,98,0,0,0,445,68
0,21,99,0,0,0,264,0
0,0,0,0,0,0,95,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,99,0,23,0,0
35,0,0,264,64,161,0,0
200,85,0,444,231,342,0,0
401,248,57,616,422,524,42,156
599,428,229,761,602,689,196,366
768,599,425,870,738,820,379,576
887,747,614,931,848,903,558,758
950,857,775,942,910,933,720,895
952,921,899,899,924,906,847,975
895,935,971,809,879,785,933,993
782,896,989,674,781,700,969,946
623,805,504,510,640,538,950,832
432,672,26,330,470,354,883,674
231,508,309,155,286,172,773,478
56,329,10,24,110,28,622,263
0,154,195,0,0,0,449,68
0,21,134,0,0,0,266,0
0,0,0,0,0,0,95,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,47,0,13,0,0
32,0,0,160,62,157,0,0
190,83,0,383,231,334,0,0
331,249,52,517,426,513,26,152
560,431,164,640,614,677,194,165
734,608,193,506,771,729,379,359
854,755,626,727,889,892,563,385
921,864,790,564,956,174,724,660
930,929,768,535,960,898,855,772
862,940,252,535,911,819,938,986
608,897,37,463,807,693,971,938
586,802,406,283,662,531,955,717
411,669,459,240,482,350,884,587
213,503,169,3,289,172,642,407
48,323,160,10,110,28,581,235
0,120,257,0,0,0,446,63
0,11,3,0,0,0,261,0
0,0,0,0,0,0,91,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,87,0,22,0,0
27,0,0,108,61,161,0,0
190,81,0,419,232,342,0,0
329,250,56,159,426,473,36,155
578,439,230,739,610,686,186,90
557,617,425,851,762,824,369,582
846,769,612,913,878,909,548,449
866,881,778,921,944,941,711,500
492,944,905,882,955,914,841,983
307,957,978,423,908,784,928,999
330,913,443,660,807,500,965,950
458,816,698,498,663,31,949,837
335,678,568,72,489,254,882,675
207,509,709,150,297,168,769,475
46,325,526,21,114,26,617,259
0,148,188,0,0,0,444,66
0,13,97,0,0,0,258,0
0,0,0,0,0,0,87,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,85,0,21,0,0
32,0,0,244,42,165,0,0
135,25,0,307,204,353,0,0
196,223,56,586,282,541,35,157
467,401,152,728,171,710,185,370
310,576,444,838,27,845,366,582
421,462,639,896,35,929,549,764
657,840,806,822,198,956,712,901
808,911,932,120,305,930,840,984
591,927,1002,774,776,845,926,998
536,797,779,646,639,716,963,948
549,526,316,487,639,550,944,835
425,530,607,268,470,362,876,671
227,414,23,145,278,174,763,468
54,328,304,19,100,26,610,252
0,151,242,0,0,0,435,62
0,18,51,0,0,0,252,0
0,0,0,0,0,0,84,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,62,0,11,0,0
33,0,0,190,7,114,0,0
196,75,0,334,179,329,0,0
397,240,42,388,301,492,33,155
573,322,194,575,451,687,180,368
758,601,311,691,611,824,361,580
838,752,309,640,699,905,541,764
944,865,454,306,369,932,703,902
947,931,909,403,366,901,830,977
890,943,857,408,303,814,916,994
775,903,832,491,299,685,950,946
497,809,33,391,122,523,934,829
349,673,236,32,246,339,865,671
216,506,693,90,171,159,752,475
40,323,510,9,29,20,603,262
0,132,309,0,0,0,429,67
0,10,119,0,0,0,248,0
0,0,0,0,0,0,83,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,32,0,12,0,0
31,0,0,98,56,104,0,0
192,46,0,207,226,263,0,0
387,90,33,289,423,323,32,160
423,86,218,251,612,184,182,377
532,515,418,290,669,115,361,591
701,594,608,346,747,62,540,635
732,615,773,385,746,86,702,913
744,730,859,277,783,253,831,992
720,437,112,634,799,803,915,1007
619,306,49,227,721,570,951,957
375,591,693,422,489,494,936,843
137,430,99,315,472,337,869,679
102,481,381,145,238,161,756,478
33,80,466,18,102,19,606,261
0,27,189,0,0,0,433,64
0,6,84,0,0,0,251,0
0,0,0,0,0,0,83,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,83,0,19,0,0
29,0,0,244,40,164,0,0
187,44,0,422,170,273,0,0
391,176,45,592,141,425,30,156
586,353,215,736,260,677,176,371
752,425,414,794,300,850,358,582
864,498,606,313,539,507,538,764
935,541,771,819,750,959,700,903
933,762,899,770,687,785,827,979
840,764,971,116,824,843,913,997
664,737,936,547,697,714,950,949
572,449,901,483,464,550,934,838
409,544,805,144,387,363,864,676
214,349,704,76,269,147,750,476
39,313,354,17,94,19,598,197
0,138,259,0,0,0,424,63
0,13,123,0,0,0,243,0
0,0,0,0,0,0,78,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,81,0,16,0,0
30,0,0,241,42,155,0,0
194,36,0,416,61,325,0,0
397,226,46,585,169,524,19,150
596,407,221,730,246,690,172,364
766,582,423,838,71,823,351,577
889,733,618,899,53,786,461,760
931,496,785,910,114,931,689,897
855,790,861,867,305,623,819,977
862,918,635,711,611,626,905,991
726,810,261,470,391,457,941,940
626,629,864,386,467,329,834,603
433,82,419,309,208,229,856,669
228,278,106,113,273,71,745,469
51,238,150,9,61,13,596,253
0,40,195,0,0,0,422,44
0,13,79,0,0,0,240,0
0,0,0,0,0,0,74,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,74,0,13,0,0
30,0,0,230,38,144,0,0
195,70,0,286,47,228,0,0
400,236,46,572,260,430,25,151
599,421,221,717,606,589,170,364
768,599,422,825,760,643,354,577
892,751,616,809,872,705,534,760
865,150,780,895,934,643,696,898
968,929,902,323,940,426,827,976
911,943,973,321,889,787,914,994
793,902,348,551,788,221,948,945
619,809,70,292,643,102,931,387
406,674,412,138,433,142,859,292
180,506,485,45,268,11,742,378
39,322,443,4,60,15,590,141
0,142,129,0,0,0,415,60
0,12,94,0,0,0,234,0
0,0,0,0,0,0,71,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,74,0,7,0,0
27,0,0,233,28,13,0,0
187,69,0,412,127,175,0,0
387,236,33,582,406,284,24,147
581,424,182,729,595,533,169,361
723,602,282,838,713,496,352,575
605,754,605,571,752,553,536,761
787,865,770,914,770,861,698,900
625,932,891,872,635,665,832,978
756,942,292,781,712,467,916,995
632,900,666,649,408,291,950,946
552,805,30,485,420,127,933,836
226,669,825,308,432,24,865,673
52,501,69,9,184,6,751,473
19,315,21,13,97,8,599,256
0,135,35,0,0,0,424,60
0,0,34,0,0,0,242,0
0,0,0,0,0,0,74,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,74,0,14,0,0
12,0,0,233,53,153,0,0
109,59,0,222,227,343,0,0
182,215,26,454,427,536,23,149
388,394,209,212,617,707,168,364
680,502,409,713,777,840,350,576
665,563,602,434,897,923,534,761
811,26,771,632,962,411,696,900
494,714,898,620,969,778,829,981
152,900,410,310,917,840,913,997
106,860,494,104,813,710,950,949
189,769,814,212,663,543,934,838
347,637,714,300,483,355,863,673
157,474,631,131,285,165,745,470
31,297,505,11,99,19,594,250
0,126,304,0,0,0,417,53
0,0,110,0,0,0,235,0
0,0,0,0,0,0,69,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,67,0,13,0,0
17,0,0,221,19,153,0,0
120,58,0,396,86,343,0,0
248,223,38,565,66,535,21,113
362,411,208,635,309,662,162,320
629,585,408,819,637,705,341,510
868,726,602,881,877,694,518,594
911,658,622,505,943,943,679,899
868,894,480,850,951,822,812,768
862,906,266,760,902,604,897,993
688,868,635,628,801,563,930,944
524,781,32,468,467,294,907,830
307,652,496,254,474,128,841,667
57,488,16,117,279,6,731,465
34,306,384,0,61,8,582,247
0,129,177,0,0,0,406,54
0,0,80,0,0,0,224,0
0,0,0,0,0,0,62,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,42,0,3,0,0
19,0,0,111,44,87,0,0
168,57,0,393,67,155,0,0
384,217,12,535,394,122,9,143
590,400,133,648,572,304,146,358
761,574,154,662,727,299,324,571
862,725,413,878,256,363,507,756
937,835,517,519,610,379,670,896
951,901,661,846,777,227,343,978
862,909,713,757,867,98,230,995
778,865,726,627,774,70,598,947
594,773,610,352,630,357,798,486
415,641,335,291,454,335,23,673
178,477,15,123,263,151,543,470
24,242,52,0,86,15,567,251
0,122,5,0,0,0,398,55
0,0,20,0,0,0,221,0
0,0,0,0,0,0,61,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,39,0,0,0,0
5,0,0,212,42,132,0,0
7,55,0,272,204,309,0,0
11,217,32,131,397,491,17,144
22,401,195,367,583,470,158,358
39,504,391,507,744,800,342,573
163,609,577,622,858,886,526,758
254,824,736,548,717,393,692,897
