sec,fargo,desert,maine,modernBaseball,nyny,pnw,texas
724,884,857,225,459,487,567,1007
486,885,930,314,579,515,721,1021
296,833,940,127,316,474,334,961
209,725,884,20,264,308,438,832
162,566,769,167,246,156,440,645
114,381,354,19,6,32,159,417
2,184,217,0,0,0,243,178
0,12,127,0,0,0,7,0
0,0,7,0,0,0,30,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,0,0,131,0,9,0,0
145,0,0,319,43,9,0,0
376,78,0,505,139,8,0,100
600,208,126,664,102,341,29,335
790,336,339,777,416,379,123,568
920,660,545,841,365,298,251,770
992,779,490,244,635,39,261,917
987,850,362,307,681,575,572,1001
916,857,698,636,764,479,546,1006
778,811,196,290,136,614,705,942
590,709,26,43,250,119,465,808
369,560,42,6,176,228,578,617
142,313,71,9,14,50,336,197
2,157,410,0,0,0,316,162
0,16,194,0,0,0,178,0
0,0,16,0,0,0,59,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,0,0,18,0,70,0,0
145,0,0,67,140,262,0,0
371,4,0,143,350,467,0,91
595,31,137,414,555,236,23,305
782,101,354,424,729,305,120,525
914,150,469,437,857,95,292,718
983,86,662,286,921,418,301,863
978,339,701,423,925,205,446,943
900,494,751,286,862,66,506,957
759,283,779,101,744,103,579,902
572,352,866,206,575,83,699,782
355,390,759,140,372,98,602,603
136,329,478,7,163,30,457,300
2,189,137,0,0,0,272,141
0,15,163,0,0,0,124,0
0,0,10,0,0,0,48,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,146,0,81,0,0
20,0,0,339,13,282,0,0
22,138,0,528,38,491,0,14
26,329,134,688,227,671,26,103
75,521,280,805,306,813,132,159
70,583,551,866,241,764,163,297
397,636,686,873,50,927,266,333
468,691,468,820,33,622,367,965
491,686,643,714,203,708,453,977
442,635,445,561,259,618,472,921
145,41,58,378,70,323,447,797
157,449,348,185,6,167,433,619
45,212,16,18,97,30,335,401
1,58,6,0,2,0,405,24
0,13,142,0,0,0,84,0
0,0,8,0,0,0,35,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,0,0,15,0,10,0,0
101,0,0,26,142,32,0,0
99,22,0,86,346,28,0,57
276,9,150,244,546,161,40,104
508,31,360,411,715,710,208,445
699,31,547,408,832,868,279,473
625,45,669,367,893,900,419,890
481,96,706,625,813,870,486,973
256,85,972,610,824,780,540,993
79,37,919,570,251,635,656,940
134,40,819,390,347,450,667,814
83,36,717,196,64,248,633,635
36,6,439,20,161,59,81,414
0,125,372,0,12,0,198,181
0,7,181,0,0,0,89,0
0,0,13,0,0,0,45,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,0,0,158,0,25,0,0
99,0,0,351,55,145,0,0
246,28,0,539,97,210,0,109
329,171,3,695,161,505,32,337
611,297,306,642,176,761,91,569
340,205,524,750,57,845,46,773
650,535,611,627,80,868,329,928
743,368,847,644,291,830,415,1018
589,633,970,556,233,735,669,1042
484,527,307,182,91,483,529,984
212,399,753,149,80,344,486,858
25,163,614,93,100,58,352,667
33,169,368,12,58,28,383,440
1,75,283,0,5,0,427,194
0,14,125,0,0,0,199,0
0,0,16,0,0,0,80,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,4,0,0,0,0
6,0,0,21,0,50,0,0
169,0,0,182,59,251,0,0
404,29,0,180,372,440,0,115
629,192,143,207,577,612,52,342
816,284,351,135,755,753,104,566
945,445,524,142,879,843,352,759
1008,560,654,155,947,874,539,895
999,692,866,60,934,836,262,955
923,486,670,76,863,469,673,958
787,662,684,84,735,432,425,891
597,448,826,33,570,9,496,762
377,436,734,14,322,5,45,178
151,207,471,12,140,14,259,375
4,93,152,0,8,0,18,158
0,11,37,0,0,0,12,0
0,0,15,0,0,0,63,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,8,0,0,0,0
6,0,0,32,0,87,0,0
160,0,0,177,149,281,0,0
380,71,0,352,351,488,0,30
594,351,148,705,551,671,46,105
774,543,285,818,672,816,209,154
897,703,512,878,848,900,251,229
961,823,745,230,914,926,460,360
950,894,883,320,924,885,534,407
863,903,954,674,742,784,662,262
690,845,960,485,616,635,746,346
498,739,904,315,337,451,462,776
39,586,790,202,214,250,450,601
48,401,623,19,62,65,280,387
2,205,7,0,10,0,438,166
0,16,203,0,0,0,164,0
0,0,19,0,0,0,51,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,5,0,0,0,0
4,0,0,74,0,18,0,0
60,14,0,71,6,117,0,0
36,168,0,409,73,174,0,78
72,369,144,557,199,108,63,120
90,563,349,738,327,123,224,147
42,729,550,772,668,178,382,275
44,850,708,883,905,471,352,627
51,909,409,711,907,288,613,533
63,913,301,610,855,108,514,692
111,855,472,469,740,123,710,734
273,739,700,309,576,161,486,693
213,585,574,59,383,52,44,593
122,396,518,15,182,12,37,382
4,199,426,0,19,0,53,163
0,20,208,0,0,0,66,0
0,0,17,0,0,0,48,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,20,0,0,0,0
2,0,0,175,12,101,0,0
30,3,0,223,172,302,0,0
85,30,0,218,387,509,0,106
47,85,158,457,592,691,60,318
128,123,373,724,765,828,268,534
125,144,586,335,890,761,432,208
149,619,763,247,958,362,674,205
202,95,889,550,954,676,582,406
159,567,960,641,893,462,699,946
389,702,965,542,773,663,664,893
206,615,905,236,539,8,777,770
55,497,789,209,396,52,711,600
11,317,622,16,186,78,566,390
2,216,424,0,21,0,381,171
0,43,209,0,0,0,226,0
0,0,19,0,0,0,64,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,24,0,0,0,0
9,0,0,183,5,110,0,0
164,19,0,380,29,315,0,0
74,177,0,570,17,519,0,115
74,376,166,730,150,614,31,333
86,567,388,847,93,711,139,235
203,730,600,911,181,674,161,758
376,850,781,924,114,545,325,907
508,916,911,869,302,444,365,997
888,924,986,761,313,328,255,1010
766,871,986,602,200,134,300,951
584,761,929,364,114,75,264,826
369,607,812,220,27,19,74,643
151,421,643,31,10,12,103,423
5,221,433,0,5,0,113,189
0,46,213,0,0,0,153,10
0,0,23,0,0,0,41,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,10,0,0,0,0
11,0,0,58,4,101,0,0
176,10,0,53,16,43,0,0
403,44,0,45,167,318,0,118
620,26,170,54,68,250,34,44
800,179,383,84,414,321,249,100
927,276,585,75,646,122,381,98
994,514,755,129,280,410,249,159
990,726,882,164,288,504,606,186
917,489,724,101,421,164,725,173
782,616,816,31,593,121,758,75
598,403,370,12,267,235,678,123
380,207,311,43,300,207,649,85
158,230,126,8,86,78,338,122
6,120,11,0,24,0,127,127
0,19,6,0,0,0,173,5
0,0,13,0,0,0,6,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,10,0,0,0,0
10,0,0,110,10,55,0,0
27,5,0,304,139,316,0,0
118,35,0,320,312,520,0,50
486,188,178,420,570,700,97,72
758,305,394,491,735,843,266,332
916,724,600,746,848,927,339,256
811,846,774,468,844,949,487,376
742,908,904,460,563,913,282,294
813,914,974,382,642,812,482,432
564,611,976,403,329,664,299,577
340,488,904,297,341,478,308,794
250,600,786,27,306,273,310,618
121,7,20,31,185,81,205,405
3,214,319,0,13,0,105,180
0,35,67,0,0,0,48,11
0,0,27,0,0,0,5,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,24,0,0,0,0
13,0,0,196,5,104,0,0
168,10,0,391,67,282,0,0
383,112,14,574,140,428,0,46
591,373,180,723,86,670,57,126
768,407,395,834,84,678,162,223
877,717,599,432,119,496,329,749
768,829,773,658,164,824,497,352
568,896,826,595,280,336,683,271
706,897,769,372,877,270,706,215
736,644,750,191,757,96,317,247
559,735,762,117,593,140,644,386
359,568,158,7,398,4,632,595
149,359,414,12,194,9,324,312
7,169,278,0,26,0,413,106
0,30,100,0,0,0,264,5
0,0,12,0,0,0,71,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,22,0,0,0,0
15,0,0,190,13,116,0,0
179,5,0,385,180,315,0,0
397,157,4,477,213,522,0,124
608,7,70,282,358,703,93,77
782,35,22,91,230,843,304,199
906,72,69,300,632,931,499,745
969,111,132,593,903,953,336,496
964,158,236,393,801,914,623,316
893,203,265,751,725,818,343,970
762,115,538,194,635,668,341,911
582,301,587,422,454,483,592,788
371,272,599,126,186,279,400,613
156,376,504,36,159,86,422,400
8,4,296,0,19,0,224,179
0,9,180,0,0,0,331,12
0,0,21,0,0,0,141,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,42,0,0,0,0
16,0,0,216,21,96,0,0
183,12,0,417,177,206,0,0
401,91,20,607,375,512,0,56
611,199,201,768,566,683,118,92
785,154,425,884,728,697,291,217
886,296,638,946,843,550,505,305
917,817,818,950,799,409,680,228
745,434,942,895,810,273,812,472
689,148,1013,779,745,544,819,559
536,636,944,624,730,458,852,928
476,179,880,437,572,187,757,749
281,249,707,205,357,19,717,617
122,298,319,60,190,25,623,404
6,42,443,0,24,0,451,180
0,12,204,0,0,0,24,11
0,0,34,0,0,0,89,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,23,0,0,0,0
17,0,0,216,24,106,0,0
186,6,0,376,185,289,0,0
402,123,19,602,383,481,0,97
610,133,192,760,573,655,97,81
783,288,408,873,728,620,260,332
846,324,615,935,840,731,426,744
957,162,668,939,842,701,684,346
955,312,748,878,773,733,744,571
883,351,814,771,725,776,825,792
751,259,762,615,565,637,844,471
554,64,749,430,484,462,903,408
367,52,283,236,339,267,820,601
156,32,548,62,186,85,637,347
9,8,190,0,28,0,466,150
0,10,224,0,0,0,275,8
0,0,28,0,0,0,118,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,30,0,0,0,0
14,0,0,191,10,72,0,0
186,9,0,322,7,172,0,0
401,79,20,426,313,320,0,133
608,337,193,518,335,522,34,78
779,464,410,574,615,491,164,25
818,621,618,602,459,470,310,104
610,754,793,779,162,415,468,31
163,939,810,737,115,357,383,531
370,941,980,479,112,361,499,729
524,883,982,312,136,394,518,268
227,778,921,371,52,167,462,691
273,621,808,170,18,74,351,483
131,422,644,22,163,18,338,228
5,215,445,0,14,0,196,126
0,50,233,0,0,0,231,9
0,0,35,0,0,0,39,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,17,0,0,0,0
5,0,0,70,20,108,0,0
98,34,0,103,89,61,0,0
394,192,24,204,236,100,0,45
613,382,195,141,368,123,25,127
793,567,408,210,365,141,278,359
924,723,615,378,155,145,452,279
993,836,787,506,84,131,579,102
993,898,807,649,276,102,723,255
921,897,979,599,232,35,192,518
788,844,832,424,205,55,813,155
606,749,681,295,83,56,717,107
391,600,546,88,176,77,498,65
171,416,275,27,167,12,612,26
10,224,303,0,33,0,465,9
0,56,170,0,0,0,215,5
0,0,32,0,0,0,42,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,20,0,0,0,0
25,0,0,100,34,131,0,0
209,17,0,70,211,325,0,0
440,88,19,193,423,525,0,30
656,196,161,100,621,703,70,207
838,397,407,178,769,593,243,370
960,710,610,183,888,689,355,430
1024,822,779,119,954,373,426,281
1014,882,852,69,951,908,395,68
941,891,474,145,887,593,646,133
803,839,864,18,767,162,757,217
618,735,314,145,600,304,610,636
400,592,771,140,404,233,542,532
176,416,214,25,200,29,406,420
11,227,36,0,25,0,66,180
0,50,6,0,0,0,42,13
0,0,36,0,0,0,58,0
0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,26,0,0,0,0
21,0,0,108,19,32,0,0
174,14,0,47,152,348,0,0
434,102,20,281,417,550,0,147
648,189,138,357,620,733,95,189
823,264,409,302,792,871,249,294
859,476,611,523,909,959,397,221
972,699,745,438,599,986,583,192
999,883,914,368,478,943,679,344
924,888,982,298,893,849,737,989
736,837,987,242,772,702,698,927
551,681,896,174,452,517,643,803
375,582,815,45,319,309,516,485
158,408,509,30,62,109,408,414
10,223,332,0,17,0,265,192
0,44,195,0,0,0,10,14
0,0,51,0,0,0,6,0
0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,26,0,0,0,0
18,0,0,139,21,154,0,0
153,6,0,208,30,363,0,0
392,4,32,154,154,570,0,25
607,13,214,235,502,751,110,359
659,28,431,501,610,879,138,142
750,97,637,301,873,965,434,167
814,66,811,631,935,992,441,170
799,101,712,181,939,943,663,384
684,114,1003,362,879,846,796,276
617,98,1009,277,764,693,796,923
535,110,951,287,466,508,745,636
290,17,835,68,313,303,723,624
169,90,670,28,182,107,539,413
13,46,470,0,31,0,352,193
0,13,254,0,0,0,291,18
0,0,58,0,0,0,125,0
0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,35,0,0,0,0
29,0,0,90,10,151,0,0
206,8,0,339,143,353,0,0
425,18,34,466,46,554,0,148
633,20,213,546,123,731,5,366
805,132,424,690,21,869,93,581
927,82,621,486,548,957,217,145
986,74,790,783,173,981,519,58
981,165,919,869,334,936,603,974
908,133,985,577,505,840,690,982
775,148,847,381,481,692,703,450
596,179,735,437,367,509,715,494
384,134,711,103,304,305,344,622
169,191,401,19,187,108,154,118
13,87,135,0,11,0,167,190
0,19,133,0,0,0,23,18
0,0,27,0,0,0,6,0
0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,66,0,0,0,0
5,0,0,237,10,154,0,0
186,9,0,426,90,356,0,0
401,115,11,479,143,558,6,67
604,182,157,620,282,734,128,168
775,228,8,692,568,869,347,32
892,267,472,754,305,952,541,90
950,293,148,577,937,842,587,451
902,272,442,636,858,787,710,169
808,637,394,534,877,716,928,428
638,870,391,335,683,469,849,754
413,764,296,318,599,197,929,215
322,561,813,252,406,111,848,383
144,410,654,80,208,45,637,347
12,247,456,0,43,0,467,173
0,75,244,0,0,0,301,12
0,0,55,0,0,0,45,0
0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,68,0,1,0,0
20,0,0,237,25,22,0,0
167,33,0,423,82,100,0,0
341,149,37,599,196,343,5,61
527,310,217,747,179,107,58,229
626,394,431,855,190,119,132,237
624,525,635,911,701,39,121,204
627,552,808,914,585,217,310,119
637,652,925,862,950,38,428,311
584,916,993,757,889,48,648,968
514,865,998,613,770,29,671,910
542,750,939,440,603,20,528,380
353,601,823,254,370,113,470,359
156,369,658,83,210,16,283,390
11,238,458,0,31,0,222,187
0,47,247,0,0,0,63,18
0,0,58,0,0,0,9,0
0,0,0,0,0,0,22,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,64,0,10,0,0
25,0,0,223,6,146,0,0
128,13,0,404,25,334,0,0
270,34,47,575,63,203,7,146
490,102,239,723,71,168,116,356
617,172,451,837,157,363,192,567
675,311,286,891,441,413,406,750
530,332,431,768,63,687,713,124
720,597,940,582,309,630,847,401
701,926,483,738,356,591,928,187
524,875,849,406,591,482,956,915
424,765,776,217,344,342,931,452
321,614,457,51,222,167,847,454
164,434,293,54,104,16,642,158
13,247,161,0,16,0,550,171
0,63,142,0,0,0,361,16
0,0,14,0,0,0,172,0
0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,14,0,2,0,0
24,0,0,42,10,54,0,0
186,40,0,78,29,114,0,0
390,83,43,118,83,64,12,49
583,267,228,140,205,103,148,15
744,277,442,166,155,176,287,231
851,290,644,187,172,232,454,74
860,402,815,88,148,105,637,394
922,495,941,57,214,319,737,361
831,666,1008,48,191,115,881,539
686,259,1013,80,95,208,844,643
513,58,929,9,89,143,815,467
363,76,830,59,40,223,751,360
164,70,666,15,63,98,716,85
14,39,468,0,11,0,502,144
0,25,257,0,0,0,54,11
0,0,65,0,0,0,140,0
0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,78,0,14,0,0
32,0,0,250,17,162,0,0
201,19,0,440,58,360,0,0
362,31,49,615,85,558,11,80
450,85,239,766,180,730,87,7
700,180,452,870,331,861,110,91
802,144,649,927,192,944,63,106
724,180,814,925,168,849,155,192
677,382,757,874,203,801,118,136
593,147,898,770,182,690,355,151
298,119,881,622,90,500,658,917
291,381,748,449,49,391,622,394
246,482,686,224,22,182,561,466
72,135,501,60,29,86,430,412
7,41,337,0,6,0,226,196
0,39,121,0,0,0,131,22
0,0,49,0,0,0,34,0
0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,84,0,4,0,0
37,0,0,260,5,33,0,0
220,11,0,451,20,44,0,0
430,52,50,630,79,164,10,161
450,412,238,648,163,223,26,382
821,590,447,361,194,193,274,601
939,584,645,821,178,188,178,786
998,603,812,752,278,223,77,922
991,715,933,689,85,209,295,995
919,885,999,779,124,157,610,1001
788,835,757,634,226,162,567,936
609,732,759,459,109,113,660,811
400,589,674,274,46,24,215,636
186,418,578,97,6,9,161,423
20,239,263,0,11,0,146,203
0,60,214,0,0,0,29,24
0,0,42,0,0,0,55,0
0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,84,0,4,0,0
40,0,0,259,19,3,0,0
219,62,0,451,119,50,0,7
435,226,31,636,154,73,14,162
638,134,241,788,241,93,31,379
809,293,456,891,448,178,211,595
928,734,659,949,539,151,131,777
989,693,824,951,669,412,439,912
987,727,943,899,856,179,568,988
916,494,1005,795,542,146,652,997
787,729,1016,648,202,74,782,936
611,540,954,472,279,169,649,794
403,50,842,281,290,17,529,620
189,257,685,102,241,43,188,413
21,107,464,0,42,0,257,197
0,6,272,0,0,0,161,22
0,0,74,0,0,0,52,0
0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,92,0,12,0,0
44,0,0,270,66,113,0,0
219,35,0,461,256,254,0,6
448,216,55,641,468,342,16,156
648,243,245,791,666,365,44,123
798,414,459,899,830,615,184,217
910,537,656,956,948,495,407,760
990,754,821,951,1010,680,378,893
981,840,677,899,1000,581,657,964
905,935,670,795,939,567,624,969
771,884,758,648,778,383,725,906
593,780,402,468,582,212,620,756
388,633,393,279,361,166,118,403
180,452,142,103,173,3,479,387
20,198,209,0,33,0,315,182
0,89,28,0,0,0,271,19
0,0,31,0,0,0,98,0
0,0,0,0,0,0,24,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,93,0,24,0,0
40,0,0,269,62,189,0,0
214,9,0,459,240,397,0,6
424,9,63,632,442,601,11,154
283,292,214,781,635,772,147,362
416,355,481,787,795,902,235,570
566,220,686,935,911,978,404,313
607,862,719,938,976,995,564,886
831,900,425,882,978,957,652,952
889,168,1047,780,918,862,668,959
761,799,850,636,804,722,856,900
585,651,819,463,644,539,675,766
383,626,427,277,454,338,558,598
178,453,558,102,249,140,579,390
20,266,481,0,66,0,231,188
0,94,173,0,0,0,25,21
0,0,40,0,0,0,104,0
0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,92,0,26,0,0
43,0,0,265,47,189,0,0
221,31,0,452,186,391,0,6
434,11,63,627,353,588,18,151
260,170,259,774,534,761,158,357
237,400,475,880,659,889,311,562
393,770,581,936,787,970,454,677
315,882,848,939,939,988,578,623
499,860,849,887,876,947,641,738
696,939,1036,781,881,850,775,745
648,890,988,638,772,703,762,630
593,668,282,466,597,524,656,778
392,553,508,280,369,328,439,605
186,362,609,106,236,136,590,292
22,217,412,0,63,0,493,121
0,55,199,0,0,0,301,21
0,0,40,0,0,0,138,0
0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,96,0,26,0,0
45,0,0,273,65,186,0,0
222,21,0,462,240,381,0,7
429,117,63,639,299,569,22,63
626,330,255,783,615,405,163,52
790,432,470,891,455,612,358,109
907,487,671,943,557,447,522,568
966,503,839,946,934,750,767,768
962,253,958,890,931,909,742,986
892,851,1022,785,790,818,857,989
767,667,936,639,640,342,1008,928
594,320,248,465,567,237,981,806
392,472,560,277,420,318,800,633
186,221,19,105,233,132,683,426
23,240,9,0,63,0,512,209
0,83,188,0,0,0,306,29
0,0,61,0,0,0,135,0
0,0,0,0,0,0,22,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,83,0,27,0,0
43,0,0,245,54,181,0,0
215,21,0,431,192,372,0,11
418,79,70,604,465,560,22,180
567,140,267,754,658,727,174,403
771,232,482,865,811,425,151,619
756,201,684,920,917,605,266,802
892,227,853,920,967,579,415,935
660,328,962,858,854,627,493,1003
841,286,1027,752,892,428,312,1008
245,469,1025,612,778,333,272,944
307,583,811,447,624,506,261,816
312,17,694,269,442,315,60,642
25,10,694,78,247,131,74,434
15,35,497,0,70,0,177,215
0,76,283,0,0,0,11,31
0,0,85,0,0,0,184,0
0,0,0,0,0,0,39,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,38,0,28,0,0
41,0,0,119,73,182,0,0
212,87,0,412,250,373,0,13
415,260,67,563,448,558,19,55
608,447,259,705,634,377,133,59
766,625,473,814,785,841,221,96
646,773,670,867,897,917,472,131
627,881,838,868,953,938,618,583
826,934,960,830,947,900,767,326
811,939,1024,740,887,488,823,144
710,892,1028,607,777,382,864,548
174,416,920,445,554,448,843,337
24,501,789,271,415,252,736,556
33,463,666,106,230,73,595,437
12,274,493,0,53,0,315,219
0,101,282,0,0,0,89,34
0,0,87,0,0,0,65,0
0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,86,0,29,0,0
25,0,0,188,47,178,0,0
74,87,0,284,240,221,0,15
256,217,69,485,433,214,16,145
55,469,256,453,616,327,72,183
378,652,462,666,771,525,339,266
541,806,655,614,880,673,452,522
605,912,816,340,650,655,619,935
766,968,933,601,626,550,155,999
727,968,1002,33,736,611,433,1006
681,917,1007,148,414,220,771,946
557,806,950,69,362,103,795,824
366,663,842,174,378,41,719,653
190,487,683,73,160,10,661,444
22,295,490,0,44,0,482,223
